City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
347,Keti Bandar,PK,24.1447,67.4497,76.41,50,0,9.22,clear sky
348,Aklavik,CA,68.2191,-135.0107,5.0,85,100,6.91,light snow
349,Kisesa,TZ,-3.0833,34.15,72.43,59,100,5.77,overcast clouds
350,Ullapool,GB,57.8987,-5.1604,53.35,91,100,5.64,overcast clouds
351,Mount Gambier,AU,-37.8333,140.7667,48.34,94,10,6.22,clear sky
352,Vestmannaeyjar,IS,63.4427,-20.2734,40.19,87,75,33.38,broken clouds
353,Dobson,US,36.3957,-80.7226,40.66,39,0,9.22,clear sky
354,Hofn,IS,64.2539,-15.2082,42.82,87,100,9.22,overcast clouds
355,Sambava,MG,-14.2667,50.1667,77.79,79,16,5.79,few clouds
356,Zheleznodorozhnyy,RU,55.7503,38.0042,15.37,95,100,3.33,overcast clouds
357,Kabompo,ZM,-13.5927,24.2008,80.64,47,72,2.26,broken clouds
358,Zhangye,CN,38.9342,100.4517,16.34,59,36,5.61,scattered clouds
359,Kudahuvadhoo,MV,2.6708,72.8944,80.49,73,67,3.69,broken clouds
360,Diplo,PK,24.4667,69.584,69.21,37,0,4.68,clear sky
361,Andros Town,BS,24.7,-77.7667,82.36,71,29,14.72,scattered clouds
362,Robertsport,LR,6.7533,-11.3686,83.23,68,94,6.82,overcast clouds
363,Nuuk,GL,64.1835,-51.7216,18.21,73,40,19.57,scattered clouds
364,Pauini,BR,-7.7136,-66.9764,93.67,44,26,5.32,scattered clouds
365,Tumen,CN,42.9661,129.8425,9.45,59,86,10.83,overcast clouds
366,Mitsamiouli,KM,-11.3847,43.2844,84.49,61,20,8.05,few clouds
367,Sinnamary,GF,5.3833,-52.95,82.99,70,99,10.87,overcast clouds
368,Mbigou,GA,-1.9005,11.906,78.08,75,100,3.62,light rain
369,Bridlington,GB,54.0831,-0.1919,42.03,89,51,3.0,broken clouds
370,Loiza,PR,18.4313,-65.8802,84.45,71,40,14.97,scattered clouds
371,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,85.51,59,95,3.27,overcast clouds
372,Zhezkazgan,KZ,47.8043,67.7144,12.18,92,75,8.95,mist
373,Ust-Tsilma,RU,65.441,52.1498,8.1,98,100,4.12,overcast clouds
374,Komsomolskiy,UZ,40.4272,71.7189,41.72,70,100,2.3,overcast clouds
375,Shieli,KZ,44.1667,66.75,16.93,78,0,4.74,clear sky
376,Huichapan,MX,20.3833,-99.65,55.54,83,86,6.73,overcast clouds
377,Colorado,BR,-22.8375,-51.9731,92.01,33,48,8.97,scattered clouds
378,Zarichne,UA,51.8126,26.129,20.64,94,88,5.17,overcast clouds
379,Serdobsk,RU,52.4586,44.2169,24.3,64,29,5.39,scattered clouds
380,Grootfontein,NA,-19.5667,18.1167,91.69,16,6,13.29,clear sky
381,Kintampo,GH,8.0563,-1.7306,95.81,22,53,3.13,broken clouds
382,Mount Pleasant,US,32.7941,-79.8626,53.26,42,0,13.8,clear sky
383,Asau,RO,46.4333,26.4,29.32,81,100,3.11,overcast clouds
384,Nanortalik,GL,60.1432,-45.2371,26.96,76,4,31.5,clear sky
385,Nemuro,JP,43.3236,145.575,29.41,49,7,23.29,clear sky
386,Husavik,IS,66.0449,-17.3389,37.17,72,2,18.43,clear sky
387,Dandong,CN,40.1292,124.3947,18.95,29,0,2.3,clear sky
388,Karachi,PK,24.9056,67.0822,69.62,46,5,4.61,haze
389,Codrington,AU,-38.2667,141.9667,47.84,89,2,7.4,clear sky
390,Baglan,AF,36.1307,68.7083,50.25,72,100,4.47,overcast clouds
391,Vilhena,BR,-12.7406,-60.1458,80.82,78,40,9.22,scattered clouds
392,Bam,IR,29.106,58.357,61.54,29,0,5.21,clear sky
393,Birnin Kebbi,NG,12.4539,4.1975,93.29,14,81,3.69,broken clouds
394,Berlevag,NO,70.8578,29.0864,33.8,87,69,6.8,broken clouds
395,Ozinki,RU,51.1786,49.6769,21.16,73,8,6.78,clear sky
396,Nakhon Phanom,TH,17.3333,104.4167,76.68,68,95,11.65,overcast clouds
397,Mangrol,IN,21.1167,70.1167,76.01,62,0,6.06,clear sky
398,Torbay,CA,47.6666,-52.7314,39.38,87,100,26.46,light rain
399,Nago,JP,26.5881,127.9761,64.83,78,100,17.31,overcast clouds
400,Corsicana,US,32.0954,-96.4689,44.62,56,0,9.22,clear sky
401,Tartus,SY,34.889,35.8866,66.81,63,11,2.84,few clouds
402,Spassk-Ryazanskiy,RU,54.4072,40.3806,16.81,93,100,4.05,overcast clouds
403,Tomatlan,MX,19.9333,-105.25,76.44,71,14,2.42,few clouds
404,Santa Flavia,IT,38.085,13.5351,60.58,70,93,3.0,overcast clouds
405,Andra,RU,62.5147,65.8878,-13.79,97,14,3.4,few clouds
406,Xiaoyi,CN,34.6178,109.703,29.14,38,92,4.38,overcast clouds
407,Floro,NO,61.5996,5.0328,40.96,75,40,9.22,scattered clouds
408,Bereda,ES,43.2686,-7.5406,53.58,77,0,4.16,clear sky
409,Boa Vista,BR,2.8197,-60.6733,84.18,54,75,11.5,light rain
410,San Luis,AR,-33.295,-66.3356,77.54,29,43,11.5,scattered clouds
411,College,US,64.8569,-147.8028,5.58,84,100,0.0,light snow
412,Buta,CD,2.7858,24.73,75.74,95,90,2.64,light rain
413,Acapulco,MX,16.8634,-99.8901,78.62,73,0,4.61,clear sky
414,Coos Bay,US,43.3665,-124.2179,38.93,97,100,9.22,overcast clouds
415,Placido De Castro,BR,-10.3353,-67.1856,95.58,37,61,6.22,broken clouds
416,Udachnyy,RU,66.4167,112.4,-15.56,75,99,14.27,overcast clouds
417,Pangai,TO,-19.8,-174.35,79.09,81,95,9.1,light rain
418,Stawell,AU,-37.05,142.7667,46.42,92,1,10.6,clear sky
419,Qasigiannguit,GL,68.8193,-51.1922,19.65,97,93,3.47,overcast clouds
420,Stornoway,GB,58.2093,-6.3865,52.03,98,75,18.41,light intensity drizzle
421,Jaroslaw,PL,50.0162,22.6778,31.91,86,56,8.46,broken clouds
422,Rocha,UY,-34.4833,-54.3333,82.83,60,91,5.48,overcast clouds
423,Brecksville,US,41.3198,-81.6268,29.61,73,91,8.01,overcast clouds
424,Mujiayingzi,CN,42.1167,118.7833,9.01,41,0,7.63,clear sky
425,Harnosand,SE,62.6323,17.9379,34.0,88,100,1.25,overcast clouds
426,Milkovo,RU,54.7167,158.6167,2.79,88,14,4.81,few clouds
427,Kincardine,GB,56.0667,-3.7167,48.81,97,100,4.21,overcast clouds
428,Kupang,ID,-10.1667,123.5833,79.32,83,95,2.91,overcast clouds
429,Pulaski,US,34.7668,-92.3001,40.32,52,75,11.01,broken clouds
430,Vila Franca Do Campo,PT,37.7167,-25.4333,63.19,68,45,7.94,scattered clouds
431,Sydney,AU,-33.8679,151.2073,63.72,73,75,11.5,broken clouds
432,Sioux Falls,US,43.55,-96.7003,25.09,66,20,19.57,few clouds
433,Luanda,AO,-8.8368,13.2343,81.41,72,13,13.56,few clouds
434,Araouane,ML,18.9048,-3.5265,85.91,10,87,7.65,overcast clouds
435,Sovetskiy,RU,61.3614,63.5842,-5.12,100,56,1.83,broken clouds
436,Coquimbo,CL,-29.9533,-71.3436,65.93,72,100,5.75,overcast clouds
437,Manggar,ID,-2.8833,108.2667,78.93,83,100,2.89,overcast clouds
438,Bubaque,GW,11.2833,-15.8333,81.46,48,46,8.72,scattered clouds
439,Kachug,RU,53.9606,105.8817,-6.2,84,100,8.1,overcast clouds
440,San Jose,US,37.3394,-121.895,53.69,78,100,20.71,overcast clouds
441,Fare,PF,-16.7,-151.0167,79.09,80,85,14.27,light rain
442,Yeppoon,AU,-23.1333,150.7333,65.98,85,20,6.42,few clouds
443,Harper,LR,4.375,-7.7169,82.72,69,100,7.36,overcast clouds
444,Nantucket,US,41.2835,-70.0995,41.14,52,3,29.64,clear sky
445,Isabela,PH,6.7085,121.9711,78.85,83,100,4.99,light rain
446,Porto Santo,PT,33.072,-16.3415,68.38,68,40,18.41,scattered clouds
447,Arroyo,ES,41.6096,-4.7969,50.04,64,0,12.66,clear sky
448,Shu,KZ,43.5983,73.7614,27.93,73,9,1.59,clear sky
449,Talas,TR,38.6908,35.5538,52.47,66,40,1.14,scattered clouds
450,Cayenne,GF,4.9333,-52.3333,84.24,70,100,11.5,overcast clouds
451,Tifton,US,31.4505,-83.5085,50.56,52,30,12.19,scattered clouds
452,Tamandare,BR,-8.7597,-35.1047,83.79,64,47,14.14,scattered clouds
453,Shingu,JP,33.7333,135.9833,43.41,79,62,6.46,broken clouds
454,Nerchinskiy Zavod,RU,51.3088,119.61,-13.54,99,100,3.24,overcast clouds
455,Halifax,CA,44.6453,-63.5724,44.6,81,75,21.85,broken clouds
456,Edzell,GB,56.8095,-2.6549,45.27,97,100,4.61,overcast clouds
457,Mozarlandia,BR,-14.7447,-50.5706,86.79,55,62,2.3,broken clouds
458,Naze,JP,28.3667,129.4833,58.12,73,100,18.05,overcast clouds
459,Pathein,MM,16.7833,94.7333,77.49,86,14,5.88,few clouds
460,Blairmore,CA,49.6,-114.4353,1.58,71,100,6.91,overcast clouds
461,Rajgarh,IN,28.6333,75.3833,67.84,21,8,3.76,clear sky
462,Balkanabat,TM,39.5108,54.3671,46.56,29,100,3.87,overcast clouds
463,Borogontsy,RU,62.6683,131.1683,-27.51,99,100,0.54,overcast clouds
464,Vengerovo,RU,55.6848,76.7471,-8.14,97,9,6.33,clear sky
465,Tucurui,BR,-3.7661,-49.6725,86.81,66,90,2.53,overcast clouds
466,Basco,PH,20.4487,121.9702,78.17,84,100,23.87,overcast clouds
467,Sharjah,AE,25.3573,55.4033,82.38,57,0,8.05,clear sky
468,Sulphur,US,30.2366,-93.3774,49.98,61,0,18.41,clear sky
469,Atasu,KZ,48.6814,71.6433,12.67,96,100,3.8,overcast clouds
470,Romans-Sur-Isere,FR,45.0464,5.0562,47.93,77,100,14.97,overcast clouds
471,Wattegama,LK,6.7989,81.4808,74.35,93,76,3.42,broken clouds
472,Namatanai,PG,-3.6667,152.4333,79.41,82,88,3.13,overcast clouds
473,Krasnovka,RU,48.8177,40.0923,27.86,38,50,16.8,scattered clouds
474,Tarrega,ES,41.647,1.1396,52.32,53,11,3.33,few clouds
475,Hovd,MN,48.0056,91.6419,-2.9,73,47,3.6,scattered clouds
476,Walvis Bay,NA,-22.9575,14.5053,66.09,65,25,25.21,scattered clouds
477,Whyalla,AU,-33.0333,137.5833,66.58,60,1,8.12,clear sky
478,Kidal,ML,18.4411,1.4078,87.39,12,60,3.04,broken clouds
479,Kavieng,PG,-2.5744,150.7967,81.91,73,84,3.65,broken clouds
480,Moreira Sales,BR,-24.0622,-53.0069,85.17,51,6,6.98,clear sky
481,Guerrero Negro,MX,27.9769,-114.0611,57.81,79,72,8.3,broken clouds
482,Trairi,BR,-3.2778,-39.2689,87.73,51,64,13.89,broken clouds
483,Martin,US,27.0837,-80.4164,80.96,83,48,1.99,scattered clouds
484,Noumea,NC,-22.2763,166.4572,82.0,99,100,4.94,overcast clouds
485,Yenagoa,NG,4.9247,6.2642,91.18,45,46,4.79,scattered clouds
486,Kyrylivka,UA,46.3759,35.3675,43.27,71,100,26.8,overcast clouds
487,Dwarka,IN,22.2394,68.9678,76.39,56,0,12.44,clear sky
488,Severo-Yeniseyskiy,RU,60.3725,93.0408,-22.65,100,100,3.49,overcast clouds
489,San Carlos De Bariloche,AR,-41.1456,-71.3082,62.35,29,0,5.75,clear sky
490,Maarianhamina,AX,60.0973,19.9348,37.26,87,100,4.61,overcast clouds
491,Svetlyy,RU,54.675,20.1347,33.85,87,100,7.87,overcast clouds
492,Bonavista,CA,48.6499,-53.1147,37.94,78,99,27.81,overcast clouds
493,Khasan,RU,42.4308,130.6434,15.19,56,5,16.67,clear sky
494,Alenquer,BR,-1.9417,-54.7383,87.49,61,89,3.29,light rain
495,Deputatskiy,RU,69.3,139.9,-13.43,98,100,5.46,light snow
496,Bima,ID,-8.4667,118.7167,76.86,92,98,3.56,overcast clouds
497,Namibe,AO,-15.1961,12.1522,73.87,74,67,13.98,broken clouds
498,Aban,RU,56.67,96.06,-5.19,99,100,4.97,overcast clouds
499,Manglaur,IN,29.8,77.8667,62.78,42,14,1.16,few clouds
500,Itaporanga,BR,-7.3044,-38.1503,87.12,46,70,7.87,broken clouds
501,Kizner,RU,56.2749,51.508,11.26,99,95,2.98,overcast clouds
502,Balezino,RU,57.9796,53.0106,4.96,98,58,3.47,broken clouds
503,Sibolga,ID,1.7427,98.7792,75.96,92,100,2.89,overcast clouds
504,Koslan,RU,63.4564,48.8989,15.24,97,100,2.84,overcast clouds
505,Camacupa,AO,-12.0167,17.4833,73.74,65,81,3.49,broken clouds
506,Muisne,EC,0.6,-80.0333,75.54,81,100,10.38,overcast clouds
507,Bilma,NE,18.6853,12.9164,80.67,15,10,3.91,clear sky
508,Feijo,BR,-8.1642,-70.3536,91.04,49,93,6.78,overcast clouds
509,Peterhead,GB,57.5058,-1.7981,46.8,94,100,19.55,overcast clouds
510,Briancon,FR,44.9,6.65,38.95,65,2,2.13,clear sky
511,Porto Murtinho,BR,-21.6989,-57.8825,96.55,33,91,4.07,moderate rain
512,Mabaruma,GY,8.2,-59.7833,85.48,59,53,5.08,broken clouds
513,Maumere,ID,-8.6199,122.2111,79.92,80,100,3.94,overcast clouds
514,Meulaboh,ID,4.1363,96.1285,75.94,90,100,0.38,overcast clouds
515,Taunggyi,MM,20.7833,97.0333,60.57,93,27,1.83,scattered clouds
516,Pochutla,MX,15.7432,-96.4661,82.81,56,38,0.72,scattered clouds
517,Wangqing,CN,43.3218,129.7634,5.56,69,98,6.73,overcast clouds
518,Taitung,TW,22.7583,121.1444,72.45,78,87,14.72,overcast clouds
519,Chipata,ZM,-13.6333,32.65,72.48,67,47,4.54,light rain
520,Alyangula,AU,-13.8483,136.4192,82.78,70,100,4.83,overcast clouds
521,Boende,CD,-0.2167,20.8667,74.57,91,99,3.15,moderate rain
522,Margate,GB,51.3813,1.3862,46.9,90,64,10.07,broken clouds
523,Broken Hill,AU,-31.95,141.4333,66.29,34,0,9.84,clear sky
524,Qinzhou,CN,21.95,108.6167,45.0,79,100,17.63,overcast clouds
525,Yumen,CN,40.2833,97.2,14.7,61,93,19.37,overcast clouds
526,Nagram,IN,26.6167,81.1333,62.65,31,0,2.91,clear sky
527,Sabang,ID,5.8933,95.3214,81.21,77,98,8.84,overcast clouds
528,Awjilah,LY,29.1081,21.2869,67.12,32,0,4.56,clear sky
529,Homer,US,59.6425,-151.5483,26.47,93,0,4.61,clear sky
530,Touros,BR,-5.1989,-35.4608,85.42,56,67,14.61,broken clouds
531,Roszke,HU,46.188,20.0337,41.31,74,98,5.06,overcast clouds
532,Karla,EE,59.3723,24.9275,31.98,89,75,10.36,broken clouds
533,Barberena,GT,14.3094,-90.3611,65.84,68,52,6.51,broken clouds
534,Norton,ZW,-17.8833,30.7,76.28,21,0,7.49,clear sky
535,Baculin,PH,7.4525,126.5842,76.89,88,100,4.23,overcast clouds
536,Kurilsk,RU,45.2333,147.8833,29.73,60,96,26.13,light snow
537,Bosaso,SO,11.2842,49.1816,79.09,73,27,7.99,scattered clouds
538,Hagere Hiywet,ET,8.9833,37.85,61.68,36,21,6.8,few clouds
539,Thinadhoo,MV,0.5333,72.9333,81.36,67,99,4.99,overcast clouds
540,Plettenberg Bay,ZA,-34.0527,23.3716,69.89,73,61,3.85,broken clouds
541,Batemans Bay,AU,-35.7167,150.1833,62.1,94,100,5.86,overcast clouds
542,Hami,CN,42.8,93.45,16.23,18,68,4.65,broken clouds
543,Nanhai,CN,30.1282,111.7784,37.08,63,100,4.38,overcast clouds
544,Talnakh,RU,69.4865,88.3972,-0.26,99,100,0.92,overcast clouds
545,Gigmoto,PH,13.7796,124.39,80.82,86,100,14.88,overcast clouds
546,The Valley,AI,18.217,-63.0578,82.54,65,40,12.66,scattered clouds
547,Hamilton,US,39.1834,-84.5333,31.5,65,0,4.61,clear sky
548,Saint Petersburg,RU,59.8944,30.2642,21.06,84,20,8.95,few clouds
549,Tabou,CI,4.423,-7.3528,82.58,70,87,8.1,overcast clouds
550,Lima,PE,-12.0432,-77.0282,68.25,78,0,6.91,clear sky
551,Palmas Bellas,PA,9.2319,-80.0867,82.35,76,15,9.08,light rain
552,Buraydah,SA,26.326,43.975,73.85,37,12,10.56,few clouds
553,Gagino,RU,55.2314,45.0339,5.25,96,22,1.41,few clouds
554,Tupaciguara,BR,-18.5922,-48.705,85.28,39,95,8.14,overcast clouds
555,Mayo,US,38.8876,-76.5119,41.25,47,0,11.5,clear sky
556,Baleshwar,IN,21.4942,86.9317,71.51,50,0,3.96,clear sky
557,Hirado,JP,33.3597,129.5531,39.38,54,100,10.27,overcast clouds
558,Inuvik,CA,68.3499,-133.7218,0.46,85,100,4.61,light snow
559,Hambantota,LK,6.1241,81.1185,77.34,100,40,0.0,scattered clouds
560,Hobyo,SO,5.3505,48.5268,81.09,73,100,15.95,light rain
561,Sioux Lookout,CA,50.1001,-91.917,10.47,92,100,4.61,overcast clouds
562,Krutinka,RU,56.0055,71.5113,-5.89,90,15,5.59,few clouds
563,Yar-Sale,RU,66.8333,70.8333,-6.36,94,15,8.52,few clouds
564,Elverum,NO,60.8819,11.5623,17.89,99,64,2.86,broken clouds
565,Kutum,SD,14.2,24.6667,78.26,20,33,9.44,scattered clouds
566,Dolores,AR,-36.3132,-57.6792,64.65,74,100,20.4,overcast clouds
567,Linhares,BR,-19.3911,-40.0722,80.82,83,91,8.28,overcast clouds
568,Sabha,LY,27.0377,14.4283,58.84,23,5,2.93,clear sky
569,Mopti,ML,14.6667,-4.0,96.84,14,0,6.91,clear sky
570,Nakhon Nayok,TH,14.1667,101.1,76.84,86,77,3.49,broken clouds
571,Panagar,IN,23.3,79.9833,62.17,53,0,4.05,clear sky
572,Maues,BR,-3.3836,-57.7186,88.7,57,100,3.02,heavy intensity rain
573,Pangkalanbuun,ID,-2.6833,111.6167,74.41,96,100,2.33,overcast clouds
574,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.89,85,89,17.31,overcast clouds
575,Weiser,US,44.251,-116.9693,38.32,93,100,3.0,moderate rain
576,Waddan,LY,29.1614,16.139,62.47,31,2,5.44,clear sky
577,Honiara,SB,-9.4333,159.95,78.06,85,100,1.28,light rain
578,Mahanoro,MG,-19.9,48.8,75.94,83,20,6.89,few clouds
579,Assiniboia,CA,49.6334,-105.9845,15.62,86,100,3.44,snow
580,Adeje,ES,28.1227,-16.726,71.6,73,20,9.22,few clouds
581,Great Falls,US,47.5002,-111.3008,6.19,83,100,9.22,overcast clouds
582,Chirongui,YT,-12.9319,45.1483,82.33,70,16,5.66,few clouds
583,Shakawe,BW,-18.3667,21.85,93.06,12,0,7.11,clear sky
584,Danville,US,36.586,-79.395,41.43,47,75,11.01,broken clouds
585,Griffith,US,41.5284,-87.4237,24.04,71,0,6.91,clear sky
586,La Orilla,MX,17.9833,-102.2333,83.64,57,39,2.37,scattered clouds
587,Sarangani,PH,5.4033,125.4636,81.57,81,100,19.89,overcast clouds
588,Tukrah,LY,32.5341,20.5791,64.24,66,82,12.01,broken clouds
589,Cardoso,BR,-20.0819,-49.9142,93.07,30,99,7.87,overcast clouds
590,Havoysund,NO,70.9963,24.6622,37.63,90,100,9.51,overcast clouds
591,Tabatinga,BR,-4.2525,-69.9381,87.89,66,40,5.75,scattered clouds
592,Hamada,JP,34.8833,132.0833,43.29,62,100,16.08,overcast clouds
593,Guaraniacu,BR,-25.1008,-52.8781,77.76,65,18,3.62,few clouds
594,Roros,NO,62.5747,11.3842,24.64,86,75,1.14,broken clouds
595,Tocopilla,CL,-22.092,-70.1979,70.16,65,10,8.9,clear sky
596,Vila,PT,42.0304,-8.1588,48.7,48,0,2.82,clear sky
597,Oranjemund,NA,-28.55,16.4333,66.22,81,6,14.58,clear sky
598,Sola,VU,-13.8833,167.55,81.46,77,69,10.96,broken clouds
599,Eugene,US,44.0521,-123.0867,36.36,93,75,11.5,broken clouds
600,Dvinskoy,RU,62.1535,45.1175,16.16,90,100,1.99,overcast clouds
601,Westport,US,41.1415,-73.3579,41.04,53,40,18.41,scattered clouds
602,Atlantic City,US,39.3643,-74.4229,41.18,44,0,20.71,clear sky
603,Buala,SB,-8.145,159.5921,79.11,85,100,5.53,overcast clouds
604,Naryan-Mar,RU,67.6713,53.087,11.68,96,100,11.1,overcast clouds
605,Greenwood,US,34.1668,-82.1165,47.07,43,0,6.91,clear sky
606,Changji,CN,44.0167,87.3167,9.39,78,100,6.71,mist
607,Kohat,PK,33.582,71.4493,57.27,37,100,2.28,overcast clouds
608,Erzin,TR,36.9559,36.2,61.7,68,67,3.33,broken clouds
609,Vardo,NO,70.3705,31.1107,28.38,86,0,12.66,clear sky
610,Andrews,US,32.3187,-102.5457,42.08,54,99,3.0,overcast clouds
611,Ayagoz,KZ,47.9714,80.4392,18.63,94,100,12.21,overcast clouds
612,Harer,ET,9.3094,42.1258,61.32,21,65,9.82,broken clouds
613,San Lawrenz,MT,36.0553,14.204,60.85,71,4,9.98,clear sky
614,Leh,IN,34.1667,77.5833,27.1,34,100,1.74,overcast clouds
615,Miramar,US,25.9873,-80.2323,81.01,78,20,18.41,few clouds
616,Brownwood,US,31.7093,-98.9912,42.12,59,98,12.1,overcast clouds
617,Iranshahr,IR,27.2025,60.6848,71.94,18,0,4.61,clear sky
618,Male,MV,4.1748,73.5089,80.55,89,75,9.22,broken clouds
619,Grinnell,US,41.743,-92.7224,24.31,38,67,16.15,broken clouds
620,Bani,DO,18.2833,-70.3333,83.86,45,0,9.42,clear sky
621,Dalianwan,CN,39.0286,121.695,26.64,59,75,6.71,broken clouds
622,Blagoyevo,RU,63.3667,47.9167,17.31,97,100,2.82,overcast clouds
623,Ixtapa,MX,20.7,-105.2,72.63,73,40,4.61,scattered clouds
624,Asosa,ET,10.0667,34.5333,71.89,35,90,5.32,overcast clouds
625,Joura,IN,26.3411,77.8115,63.75,45,0,1.5,clear sky
626,Ahar,IR,38.4774,47.0699,35.58,94,100,4.05,overcast clouds
627,Ingraj Bazar,IN,25.0,88.15,67.75,44,0,6.13,clear sky
628,Nalut,LY,30.3333,10.85,56.98,32,66,0.63,broken clouds
629,Alexandria,EG,31.2156,29.9553,69.76,68,0,9.22,clear sky
630,Kloulklubed,PW,7.0419,134.2556,79.3,70,82,15.79,broken clouds
631,Bom Jesus,BR,-9.0744,-44.3586,77.56,78,96,4.52,overcast clouds
632,Mahina,PF,-17.5065,-149.489,74.97,88,75,4.61,light rain
633,Opuwo,NA,-18.0607,13.84,96.15,15,66,11.03,broken clouds
634,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,83.34,64,55,14.88,broken clouds
635,Esna,EG,25.2934,32.554,77.02,27,0,10.0,clear sky
636,Benguela,AO,-12.5763,13.4055,78.66,80,74,9.93,moderate rain
637,La Union,PE,-5.4,-80.75,80.82,48,32,6.73,scattered clouds
638,Tres Palos,MX,18.1833,-101.6167,80.37,64,58,2.48,broken clouds
639,Usinsk,RU,65.9939,57.5281,-6.79,99,91,9.06,overcast clouds
640,Bud,US,39.447,-86.1758,28.81,68,50,1.07,scattered clouds
641,Kerema,PG,-7.9631,145.7785,77.38,87,94,3.94,overcast clouds
642,Bauchi,NG,10.5,10.0,87.71,18,15,6.11,few clouds
643,Shakhtinsk,KZ,49.71,72.5872,2.26,82,94,16.87,overcast clouds
644,Roald,NO,62.5833,6.1333,40.75,75,0,10.36,clear sky
645,Yeniseysk,RU,58.4497,92.1703,-15.66,100,66,1.01,broken clouds
646,Fuyang,CN,32.9,115.8167,33.35,54,100,4.29,overcast clouds
647,Caruray,PH,10.3094,119.0128,79.11,89,72,8.48,broken clouds
648,Kyzyl-Suu,KG,42.3414,78.0056,27.05,64,100,9.13,overcast clouds
649,Piranhas,BR,-16.4269,-51.8222,77.45,68,100,1.28,overcast clouds
650,Balkhash,KZ,46.844,74.9804,20.91,95,100,10.02,light snow
651,Mandurah,AU,-32.55,115.7,63.99,79,0,12.8,clear sky
652,Sisimiut,GL,66.9395,-53.6735,7.16,88,64,10.27,broken clouds
653,Zarinsk,RU,53.7074,84.9493,-6.7,97,7,4.09,clear sky
654,Puerto Leguizamo,CO,-0.1934,-74.7819,89.83,48,24,8.01,few clouds
655,Abnub,EG,27.2696,31.1511,73.62,31,0,7.78,clear sky
656,Quesnel,CA,52.9999,-122.5029,-16.1,76,100,0.0,overcast clouds
657,Ishigaki,JP,24.3448,124.1572,69.93,100,75,18.41,broken clouds
658,Taicheng,CN,38.731,113.228,13.98,19,27,2.13,scattered clouds
659,Aitape,PG,-3.1374,142.3475,78.4,86,100,7.36,overcast clouds
660,Kisoro,UG,-1.2854,29.685,59.38,94,100,0.87,light rain
661,Mackay,AU,-21.15,149.2,67.68,80,99,15.14,overcast clouds
662,Ternate,ID,0.8,127.4,80.62,81,98,4.85,overcast clouds
663,Tutoia,BR,-2.7619,-42.2744,85.12,66,58,15.93,broken clouds
664,Lorengau,PG,-2.0226,147.2712,80.42,79,98,4.94,overcast clouds
665,Kibala,TD,9.1104,18.3463,89.69,21,97,4.29,overcast clouds
666,Emba,KZ,48.8264,58.1442,15.55,80,11,9.26,few clouds
667,Kamenka,RU,51.3223,42.7678,23.86,65,90,6.8,overcast clouds
668,Los Algarrobos,PA,8.5,-82.4333,81.01,78,40,1.14,scattered clouds
669,Tebingtinggi,ID,3.3285,99.1625,74.53,93,100,4.97,overcast clouds
670,Ca Mau,VN,9.1769,105.15,76.59,89,100,6.08,overcast clouds
671,Hjelset,NO,62.7833,7.4833,37.18,93,100,8.05,mist
672,Kasongo-Lunda,CD,-6.4667,16.8167,81.14,71,86,3.18,overcast clouds
673,Templin,DE,53.1186,13.5022,34.18,85,100,5.39,overcast clouds
